,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
119,XM_017451066.1,SINE_TE,+,SINE/tRNA-V,279,1424,1538,115,27.2,6.1,0.8,"XM_017451066.1 PREDICTED: Ictalurus punctatus protein SSUH2 homolog (LOC108255245), mRNA",LOC108255245
120,XM_017451068.1,TC1DR3,C,DNA/TcMar-Tc1,1225,2203,2377,175,21.7,4,0,"XM_017451068.1 PREDICTED: Ictalurus punctatus proline and arginine rich end leucine rich repeat protein (prelp), mRNA",prelp
121,XM_017451068.1,TC1DR3,+,DNA/TcMar-Tc1,1225,1715,2172,458,20.6,3.85,4.6,"XM_017451068.1 PREDICTED: Ictalurus punctatus proline and arginine rich end leucine rich repeat protein (prelp), mRNA",prelp
122,XM_017451073.1,CryptonV-N5_DR,C,DNA/Crypton-V,24537,1498,1587,90,12.7,11.1,12.4,"XM_017451073.1 PREDICTED: Ictalurus punctatus ras association domain-containing protein 1-like (LOC108255249), mRNA",LOC108255249
123,XM_017451077.1,DIRS-4N2_DR,C,LTR/Ngaro,5990,3797,3904,108,24.5,2,1.1,"XM_017451077.1 PREDICTED: Ictalurus punctatus protein FAM212B-like (LOC108255254), transcript variant X1, mRNA",LOC108255254
124,XM_017451089.1,TC1DR3,C,DNA/TcMar-Tc1,1225,2,90,89,23.6,0,0,"XM_017451089.1 PREDICTED: Ictalurus punctatus protein tyrosine phosphatase domain containing 1 (ptpdc1), transcript variant X3, mRNA",ptpdc1
125,XM_017451100.1,HATN11B_DR,C,DNA/hAT,690,43,123,81,26.2,3.7,1.2,"XM_017451100.1 PREDICTED: Ictalurus punctatus putative uncharacterized protein DDB_G0274435 (LOC108255267), transcript variant X1, mRNA",LOC108255267
126,XM_017451114.1,hAT-30N1_DR,C,DNA/hAT-Ac,2033,220,346,127,10.7,0.8,4.1,"XM_017451114.1 PREDICTED: Ictalurus punctatus acid sensing ion channel subunit 1 (asic1), transcript variant X3, mRNA",asic1
127,XM_017451152.1,EnSpm-11_DR,+,DNA/CMC-EnSpm,9003,1964,2066,103,25.8,0,2,"XM_017451152.1 PREDICTED: Ictalurus punctatus kinesin family member 17 (kif17), transcript variant X1, mRNA",kif17
128,XM_017451154.1,EnSpm-11_DR,C,DNA/CMC-EnSpm,9003,1982,2105,124,23.4,12.1,6.9,"XM_017451154.1 PREDICTED: Ictalurus punctatus kinesin family member 17 (kif17), transcript variant X2, mRNA",kif17
129,XM_017451177.1,SINE3-1,C,SINE/5S-Deu-L2,590,212,414,203,14.8,0.5,0.5,"XM_017451177.1 PREDICTED: Ictalurus punctatus adhesion G-protein coupled receptor G2-like (LOC108255307), transcript variant X1, mRNA",LOC108255307
130,XM_017451180.1,Mariner-N13_DR,+,DNA/TcMar-Tc1,1141,1466,1576,111,15.6,0,13.3,"XM_017451180.1 PREDICTED: Ictalurus punctatus survival motor neuron 1 (smn1), transcript variant X1, mRNA",smn1
131,XM_017451185.1,SINE3-1a,C,SINE/5S-Deu-L2,570,212,340,129,11.7,0.8,0.8,"XM_017451185.1 PREDICTED: Ictalurus punctatus adhesion G-protein coupled receptor G2-like (LOC108255307), transcript variant X3, mRNA",LOC108255307
132,XM_017451204.1,hAT-N134_DR,C,DNA/hAT?,1065,1664,1840,177,22.4,7.9,6.7,"XM_017451204.1 PREDICTED: Ictalurus punctatus chemokine-like receptor 1 (LOC108255316), transcript variant X1, mRNA",LOC108255316
133,XM_017451228.1,EnSpm-9_DR,C,DNA/CMC-EnSpm,8620,54,195,142,20.8,1.4,15.2,"XM_017451228.1 PREDICTED: Ictalurus punctatus heparan sulfate glucosamine 3-O-sulfotransferase 1-like (LOC108255327), transcript variant X1, mRNA",LOC108255327
134,XM_017451243.1,EnSpm-N25_DR,C,DNA/CMC-EnSpm,4686,104,186,83,26.6,0,5.1,"XM_017451243.1 PREDICTED: Ictalurus punctatus neuropeptide FF receptor 2 (npffr2), transcript variant X4, mRNA",npffr2
135,XM_017451276.1,hAT-N57_DR,C,DNA/hAT-Ac,1286,2,96,95,13.8,1.1,1.1,"XM_017451276.1 PREDICTED: Ictalurus punctatus limb and CNS expressed 1 (lix1), transcript variant X2, mRNA",lix1
136,XM_017451281.1,Gypsy82-LTR_Dr,+,LTR/Gypsy,1345,400,485,86,22.9,1.2,3.6,"XM_017451281.1 PREDICTED: Ictalurus punctatus RAR related orphan receptor B (rorb), mRNA",rorb
137,XM_017451294.1,CryptonV-1_DR,+,DNA/Crypton-V,17873,64,171,108,16,2.8,1.8,"XM_017451294.1 PREDICTED: Ictalurus punctatus P2Y purinoceptor 2-like (LOC108255366), mRNA",LOC108255366
138,XM_017451295.1,HATN11B_DR,C,DNA/hAT,690,161,259,99,20.3,1,5.3,"XM_017451295.1 PREDICTED: Ictalurus punctatus protein FAM219A-like (LOC108255368), mRNA",LOC108255368
139,XM_017451295.1,Gypsy-31-LTR_DR,+,LTR/Gypsy,954,1022,1120,99,19.6,3,7.4,"XM_017451295.1 PREDICTED: Ictalurus punctatus protein FAM219A-like (LOC108255368), mRNA",LOC108255368
140,XM_017451296.1,Gypsy-248_DR-I,C,LTR/Gypsy,4336,2058,3381,1324,33,4.4,4.4,"XM_017451296.1 PREDICTED: Ictalurus punctatus heat shock factor protein 5-like (LOC108255369), transcript variant X1, mRNA",LOC108255369
141,XM_017451309.1,EnSpm-N40_DR,C,DNA/CMC-EnSpm,5394,276,419,144,20.2,8.3,10.6,"XM_017451309.1 PREDICTED: Ictalurus punctatus leucine rich repeat containing 74B (lrrc74b), transcript variant X5, mRNA",lrrc74b
142,XM_017451310.1,Mariner-N44_DR,+,DNA/TcMar-Tc1,654,1260,1369,110,23.1,3.6,1.8,"XM_017451310.1 PREDICTED: Ictalurus punctatus leukotriene B4 receptor 1-like (LOC108255375), mRNA",LOC108255375
143,XM_017451312.1,CryptonV-1_DR,C,DNA/Crypton-V,17873,955,1041,87,14.3,0,11.5,"XM_017451312.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255376 (LOC108255376), mRNA",LOC108255376
144,XM_017451350.1,TZF28B,+,DNA/TcMar-Tc1,1614,122,430,309,26.2,5.8,1.3,"XM_017451350.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255412 (LOC108255412), partial mRNA",LOC108255412
145,XM_017451350.1,EnSpm-N10_DR,C,DNA/CMC-EnSpm,9308,1162,1241,80,22.4,6.2,4.9,"XM_017451350.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255412 (LOC108255412), partial mRNA",LOC108255412
146,XM_017451355.1,EnSpm-9_DR,C,DNA/CMC-EnSpm,8620,4831,4921,91,19,0.6,0.6,"XM_017451355.1 PREDICTED: Ictalurus punctatus chromosome 22 open reading frame, human C9orf84 (c22h9orf84), mRNA",c22h9orf84
147,XM_017451356.1,Polinton-4_DR,C,DNA/Maverick,20287,2088,2189,102,22.3,0,12.1,"XM_017451356.1 PREDICTED: Ictalurus punctatus malic enzyme 2 (me2), mRNA",me2
148,XM_017451381.1,EnSpm-15_DR,+,DNA/CMC-EnSpm,11454,938,1026,89,16.4,2.4,4,"XM_017451381.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255439 (LOC108255439), transcript variant X1, mRNA",LOC108255439
149,XM_017451397.1,TC1DR3B,+,DNA/TcMar-Tc1,889,1285,1391,107,20.4,9.3,3.5,"XM_017451397.1 PREDICTED: Ictalurus punctatus membrane bound O-acyltransferase domain containing 4 (mboat4), mRNA",mboat4
150,XM_017451416.1,EnSpm-N34_DR,+,DNA/CMC-EnSpm,1090,805,917,113,22,1.8,3.6,"XM_017451416.1 PREDICTED: Ictalurus punctatus probable palmitoyltransferase ZDHHC8 (LOC108255475), mRNA",LOC108255475
151,XM_017451422.1,Zisupton-6_DR,+,DNA/Zisupton,22116,697,779,83,22.9,8.4,0,"XM_017451422.1 PREDICTED: Ictalurus punctatus palmitoyltransferase ZDHHC5-like (LOC108255481), mRNA",LOC108255481
152,XM_017451451.1,Mariner-13_DR,C,DNA/TcMar-Tc1,1620,1257,1501,245,23.8,20.4,0.3,"XM_017451451.1 PREDICTED: Ictalurus punctatus family with sequence similarity 81 member B (fam81b), mRNA",fam81b
153,XM_017451455.1,Polinton-4N1_DR,+,DNA/Maverick,10436,2395,2503,109,21.1,0,0,"XM_017451455.1 PREDICTED: Ictalurus punctatus WD repeat-containing protein 26 (LOC108255495), mRNA",LOC108255495
154,XM_017451463.1,TC1DR3B,+,DNA/TcMar-Tc1,889,6,185,180,21.1,11.1,0,"XM_017451463.1 PREDICTED: Ictalurus punctatus calcium/calmodulin-dependent protein kinase type II subunit beta-like (LOC108255499), transcript variant X5, mRNA",LOC108255499
155,XM_017451463.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,2523,2741,219,25.7,9.6,2.1,"XM_017451463.1 PREDICTED: Ictalurus punctatus calcium/calmodulin-dependent protein kinase type II subunit beta-like (LOC108255499), transcript variant X5, mRNA",LOC108255499
156,XM_017451463.1,TC1DR3,C,DNA/TcMar-Tc1,1225,265,405,141,24.6,5.7,2,"XM_017451463.1 PREDICTED: Ictalurus punctatus calcium/calmodulin-dependent protein kinase type II subunit beta-like (LOC108255499), transcript variant X5, mRNA",LOC108255499
157,XM_017451492.1,DNA-1-5_DR,C,DNA,748,159,242,84,26.5,0,1.2,"XM_017451492.1 PREDICTED: Ictalurus punctatus transcription termination factor 1 (ttf1), transcript variant X1, mRNA",ttf1
158,XM_017451502.1,Zisupton-6_DR,C,DNA/Zisupton,22116,284,388,105,17.1,0,0,"XM_017451502.1 PREDICTED: Ictalurus punctatus tet methylcytosine dioxygenase 3 (tet3), transcript variant X2, mRNA",tet3
159,XM_017451503.1,Polinton-4N1_DR,+,DNA/Maverick,10436,1452,1547,96,19.8,1,0,"XM_017451503.1 PREDICTED: Ictalurus punctatus tet methylcytosine dioxygenase 3 (tet3), transcript variant X3, mRNA",tet3
160,XM_017451512.1,hAT-N36C_DR,+,DNA/hAT,1917,2194,2275,82,23.2,2.4,0,"XM_017451512.1 PREDICTED: Ictalurus punctatus tectonic family member 2 (tctn2), transcript variant X1, mRNA",tctn2
161,XM_017451514.1,HE1_DR1,C,SINE/tRNA-V-RTE,402,2129,2358,230,28.4,1.7,4.9,"XM_017451514.1 PREDICTED: Ictalurus punctatus SEC14-like protein 2 (LOC108255515), mRNA",LOC108255515
162,XM_017451514.1,DNA9-5_DR,+,DNA,4927,2880,2963,84,25,6,0,"XM_017451514.1 PREDICTED: Ictalurus punctatus SEC14-like protein 2 (LOC108255515), mRNA",LOC108255515
163,XM_017451524.1,L1-40_DR,C,LINE/L1,5759,8355,8465,111,22.8,2.7,12.9,"XM_017451524.1 PREDICTED: Ictalurus punctatus SET binding protein 1 (setbp1), mRNA",setbp1
164,XM_017451529.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,5053,5438,386,30.7,7.2,1.2,"XM_017451529.1 PREDICTED: Ictalurus punctatus leucyl/cystinyl aminopeptidase (lnpep), mRNA",lnpep
165,XM_017451547.1,DNAX-15_DR,+,DNA,767,3609,3824,216,23.1,0.5,5.8,"XM_017451547.1 PREDICTED: Ictalurus punctatus endoplasmic reticulum aminopeptidase 1-like (LOC108255537), transcript variant X1, mRNA",LOC108255537
166,XM_017451549.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,8,434,427,20.6,5.15,4.4,"XM_017451549.1 PREDICTED: Ictalurus punctatus endoplasmic reticulum aminopeptidase 1-like (LOC108255538), transcript variant X1, mRNA",LOC108255538
167,XM_017451554.1,Gypsy-131_DR-I,+,LTR/Gypsy,4253,1653,2220,568,33.8,4.9,2,"XM_017451554.1 PREDICTED: Ictalurus punctatus uncharacterized protein K02A2.6-like (LOC108255542), transcript variant X1, mRNA",LOC108255542
168,XM_017451556.1,Gypsy-210_DR-I,+,LTR/Gypsy,4148,1607,2091,485,33.9,4,1.2,"XM_017451556.1 PREDICTED: Ictalurus punctatus uncharacterized protein K02A2.6-like (LOC108255542), transcript variant X3, mRNA",LOC108255542
169,XM_017451565.1,hAT-30N1_DR,+,DNA/hAT-Ac,2033,4955,5078,124,15.3,0.8,0,"XM_017451565.1 PREDICTED: Ictalurus punctatus protein unc-13 homolog A-like (LOC108255548), mRNA",LOC108255548
170,XM_017451571.1,DNA6-6_DR,C,DNA,11281,4376,4550,175,23.9,17.1,2,"XM_017451571.1 PREDICTED: Ictalurus punctatus small G protein signaling modulator 1-like (LOC108255550), transcript variant X1, mRNA",LOC108255550
171,XM_017451589.1,DNAX-15_DR,C,DNA,767,134,441,308,22.4,0.7,1.3,"XM_017451589.1 PREDICTED: Ictalurus punctatus SH2B adapter protein 3-like (LOC108255556), mRNA",LOC108255556
172,XM_017451601.1,TC1DR3,C,DNA/TcMar-Tc1,1225,2223,2323,101,23.5,4,2.9,"XM_017451601.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255564 (LOC108255564), transcript variant X2, mRNA",LOC108255564
173,XM_017451621.1,Mariner-N16_DR,+,DNA/TcMar-Tc1,600,1684,1772,89,10.7,0,36.9,"XM_017451621.1 PREDICTED: Ictalurus punctatus BOLA class I histocompatibility antigen, alpha chain BL3-7-like (LOC108255567), transcript variant X12, mRNA",LOC108255567
174,XM_017451625.1,hAT-N36_DR,+,DNA/hAT,1740,232,317,86,14.5,1.6,0,"XM_017451625.1 PREDICTED: Ictalurus punctatus family with sequence similarity 222 member A (fam222a), transcript variant X2, mRNA",fam222a
175,XM_017451643.1,EnSpm-10_DR,C,DNA/CMC-EnSpm,6305,2194,2337,144,25.4,2.8,4.2,"XM_017451643.1 PREDICTED: Ictalurus punctatus BOLA class I histocompatibility antigen, alpha chain BL3-7-like (LOC108255575), transcript variant X1, mRNA",LOC108255575
176,XM_017451665.1,TDR17B,+,DNA/Sola-1,1546,1,92,92,20,1.1,2.2,"XM_017451665.1 PREDICTED: Ictalurus punctatus family with sequence similarity 109 member A (fam109a), transcript variant X2, mRNA",fam109a
177,XM_017451669.1,hAT-N41B_DR,+,DNA/hAT-Ac,1592,912,1029,118,18.8,6.8,14.6,"XM_017451669.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255587 (LOC108255587), transcript variant X1, mRNA",LOC108255587
178,XM_017451669.1,TC1DR3,C,DNA/TcMar-Tc1,1225,1411,1523,113,27,0,1.8,"XM_017451669.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255587 (LOC108255587), transcript variant X1, mRNA",LOC108255587
179,XM_017451671.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,1,300,300,24.9,3.4,0.75,"XM_017451671.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255588 (LOC108255588), mRNA",LOC108255588
180,XM_017451694.1,Mariner-N16_DR,+,DNA/TcMar-Tc1,600,755,966,212,15.7,0,9.8,"XM_017451694.1 PREDICTED: Ictalurus punctatus class I histocompatibility antigen, F10 alpha chain-like (LOC108255608), transcript variant X1, mRNA",LOC108255608
181,XM_017451697.1,DNA-2-16_DR,+,DNA/CMC-EnSpm,1712,1448,1613,166,23.3,0,1.8,"XM_017451697.1 PREDICTED: Ictalurus punctatus usherin-like (LOC108255607), transcript variant X1, mRNA",LOC108255607
182,XM_017451719.1,Kolobok-N9_DR,C,DNA/Kolobok-T2,1639,3694,3783,90,20.1,0,5.9,"XM_017451719.1 PREDICTED: Ictalurus punctatus tankyrase-1-like (LOC108255631), transcript variant X1, mRNA",LOC108255631
183,XM_017451721.1,Merlin-1_DR,+,DNA/Merlin,10527,3410,3511,102,18.8,11.8,0.9,"XM_017451721.1 PREDICTED: Ictalurus punctatus leukemia inhibitory factor receptor-like (LOC108255632), mRNA",LOC108255632
184,XM_017451727.1,Zisupton-7_DR,C,DNA/Zisupton,17082,1174,1286,113,15.9,0,0,"XM_017451727.1 PREDICTED: Ictalurus punctatus fyn related Src family tyrosine kinase (frk), mRNA",frk
185,XM_017451742.1,EnSpm-9_DR,+,DNA/CMC-EnSpm,8620,464,597,134,19.2,0,18.6,"XM_017451742.1 PREDICTED: Ictalurus punctatus glycerol-3-phosphate acyltransferase 3-like (LOC108255643), transcript variant X2, mRNA",LOC108255643
186,XM_017451753.1,Gypsy82-LTR_Dr,+,LTR/Gypsy,1345,721,810,90,22.1,4.4,4.4,"XM_017451753.1 PREDICTED: Ictalurus punctatus PDZ and LIM domain 5 (pdlim5), transcript variant X1, mRNA",pdlim5
187,XM_017451756.1,TC1DR3,+,DNA/TcMar-Tc1,1225,2517,2661,145,29,1.4,0,"XM_017451756.1 PREDICTED: Ictalurus punctatus family with sequence similarity 134 member C (fam134c), mRNA",fam134c
188,XM_017451772.1,L1-103_DR,C,LINE/L1,2067,1994,2163,170,31.1,1.8,1.8,"XM_017451772.1 PREDICTED: Ictalurus punctatus arrestin domain-containing protein 3-like (LOC108255660), mRNA",LOC108255660
189,XM_017451804.1,Gypsy118-LTR_DR,+,LTR/Gypsy,1033,671,759,89,12.3,1.1,8.4,"XM_017451804.1 PREDICTED: Ictalurus punctatus ADP-ribosylation factor 1-like (LOC108255676), mRNA",LOC108255676
190,XM_017451845.1,hAT-N127_DR,+,DNA/hAT-Charlie,10316,1313,1744,432,14.1,2.25,6.45,"XM_017451845.1 PREDICTED: Ictalurus punctatus serine dehydratase (sds), mRNA",sds
191,XM_017451845.1,Mariner-15_DR,C,DNA/TcMar-Tc1,1595,2111,2240,130,31.8,3.1,3.1,"XM_017451845.1 PREDICTED: Ictalurus punctatus serine dehydratase (sds), mRNA",sds
192,XM_017451845.1,Mariner-N16_DR,+,DNA/TcMar-Tc1,600,1745,1842,98,9.6,0,15.3,"XM_017451845.1 PREDICTED: Ictalurus punctatus serine dehydratase (sds), mRNA",sds
193,XM_017451856.1,Mariner-N16_DR,+,DNA/TcMar-Tc1,600,2565,2681,117,9.1,2.6,15.4,"XM_017451856.1 PREDICTED: Ictalurus punctatus group 3 secretory phospholipase A2-like (LOC108255707), transcript variant X1, mRNA",LOC108255707
194,XM_017451881.1,EnSpm-9_DR,+,DNA/CMC-EnSpm,8620,122,212,91,24.2,6.6,0,"XM_017451881.1 PREDICTED: Ictalurus punctatus apoptosis inducing factor, mitochondria associated 3 (aifm3), mRNA",aifm3
195,XM_017451882.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,2028,2194,167,19.1,0,5.7,"XM_017451882.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255717 (LOC108255717), mRNA",LOC108255717
196,XM_017451940.1,Tc1-1_DR,C,DNA/TcMar-Tc1,1625,5721,6401,681,25,1.766666667,6.233333333,"XM_017451940.1 PREDICTED: Ictalurus punctatus serine/threonine-protein kinase A-Raf-like (LOC108255753), transcript variant X1, mRNA",LOC108255753
197,XM_017451940.1,DIRS-1-LTR_DR,C,LTR/Ngaro,622,3785,3891,107,18.4,9.3,5,"XM_017451940.1 PREDICTED: Ictalurus punctatus serine/threonine-protein kinase A-Raf-like (LOC108255753), transcript variant X1, mRNA",LOC108255753
198,XM_017451970.1,SINE2-3B_DR,+,SINE/tRNA-V,351,2125,2344,220,21.4,15.9,6.7,"XM_017451970.1 PREDICTED: Ictalurus punctatus neural proliferation, differentiation and control 1 (npdc1), transcript variant X1, mRNA",npdc1
199,XM_017451974.1,Gypsy118-LTR_DR,+,LTR/Gypsy,1033,1913,1996,84,18,4.8,7.3,"XM_017451974.1 PREDICTED: Ictalurus punctatus AN1-type zinc finger protein 5-like (LOC108255775), transcript variant X1, mRNA",LOC108255775
200,XM_017452034.1,DNA-8-11B_DR,+,DNA/hAT-Blackjack,1220,28,171,144,13.4,5.6,1.3,"XM_017452034.1 PREDICTED: Ictalurus punctatus inactive phospholipid phosphatase 7-like (LOC108255800), mRNA",LOC108255800
201,XM_017452034.1,DNA-N17_DR,C,DNA,367,263,391,129,24.6,8.5,2.2,"XM_017452034.1 PREDICTED: Ictalurus punctatus inactive phospholipid phosphatase 7-like (LOC108255800), mRNA",LOC108255800
202,XM_017452078.1,ENSPM-6_DR,C,DNA/CMC-EnSpm,32616,1764,1857,94,23.1,1.1,3.3,"XM_017452078.1 PREDICTED: Ictalurus punctatus checkpoint kinase 2 (chek2), transcript variant X1, mRNA",chek2
203,XM_017452109.1,Tc1-7_DR,+,DNA/TcMar-Tc1,1646,10364,10716,353,30,3.7,4.6,"XM_017452109.1 PREDICTED: Ictalurus punctatus ectopic P-granules autophagy protein 5 homolog (epg5), mRNA",epg5
204,XM_017452138.1,DNAX-15_DR,+,DNA,767,4927,5018,92,5.7,0,4.5,"XM_017452138.1 PREDICTED: Ictalurus punctatus slingshot protein phosphatase 1 (ssh1), transcript variant X1, mRNA",ssh1
205,XM_017452151.1,Gypsy-171-I_DR,+,LTR/Gypsy,4869,165,346,182,31.6,0.5,0.5,"XM_017452151.1 PREDICTED: Ictalurus punctatus hexokinase-2-like (LOC108255852), transcript variant X1, mRNA",LOC108255852
206,XM_017452156.1,REX1-1_DR,C,LINE/Rex-Babar,3590,30,232,203,27.9,3.9,1,"XM_017452156.1 PREDICTED: Ictalurus punctatus erlin-2-like (LOC108255854), transcript variant X3, mRNA",LOC108255854
207,XM_017452210.1,Mariner-19_DR,C,DNA/TcMar-Tc1,1227,2580,2669,90,20,1.1,0,"XM_017452210.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255878 (LOC108255878), transcript variant X1, mRNA",LOC108255878
208,XM_017452210.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,2748,2885,138,27.9,0,1.5,"XM_017452210.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255878 (LOC108255878), transcript variant X1, mRNA",LOC108255878
209,XM_017452210.1,TZF28B,C,DNA/TcMar-Tc1,1614,3758,3943,186,22.4,4.3,6.6,"XM_017452210.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255878 (LOC108255878), transcript variant X1, mRNA",LOC108255878
210,XM_017452210.1,SINE3-1,C,SINE/5S-Deu-L2,590,2162,2434,273,16.9,27.5,0.4,"XM_017452210.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108255878 (LOC108255878), transcript variant X1, mRNA",LOC108255878
211,XM_017452228.1,CryptonV-1_DR,+,DNA/Crypton-V,17873,2443,2550,108,16,2.8,1.8,"XM_017452228.1 PREDICTED: Ictalurus punctatus lysophosphatidic acid receptor 6-like (LOC108255887), transcript variant X1, mRNA",LOC108255887
212,XM_017452230.1,Mariner-N37_DR,C,DNA/TcMar-Tc1,661,3233,3376,144,14.4,6.9,13.2,"XM_017452230.1 PREDICTED: Ictalurus punctatus proline dehydrogenase 1, mitochondrial-like (LOC108255888), transcript variant X1, mRNA",LOC108255888
213,XM_017452230.1,Mariner-N37_DR,+,DNA/TcMar-Tc1,661,2460,2647,188,22.6,8,15.3,"XM_017452230.1 PREDICTED: Ictalurus punctatus proline dehydrogenase 1, mitochondrial-like (LOC108255888), transcript variant X1, mRNA",LOC108255888
214,XM_017452240.1,Mariner-8_DR,C,DNA/TcMar-Tc1,1594,1507,1588,82,24.4,13.4,0,"XM_017452240.1 PREDICTED: Ictalurus punctatus tescalcin (tesc), mRNA",tesc
215,XM_017452248.1,TDR19C,+,DNA/hAT-Charlie,396,1994,2199,206,21.3,7.3,8.9,"XM_017452248.1 PREDICTED: Ictalurus punctatus protein prenyltransferase alpha subunit repeat containing 1 (ptar1), mRNA",ptar1
216,XM_017452248.1,TC1DR3,+,DNA/TcMar-Tc1,1225,3948,4217,270,23.1,7,10.3,"XM_017452248.1 PREDICTED: Ictalurus punctatus protein prenyltransferase alpha subunit repeat containing 1 (ptar1), mRNA",ptar1
217,XM_017452248.1,TC1DR3,C,DNA/TcMar-Tc1,1225,4232,4815,584,21.9,5.8,3.7,"XM_017452248.1 PREDICTED: Ictalurus punctatus protein prenyltransferase alpha subunit repeat containing 1 (ptar1), mRNA",ptar1
218,XM_017452250.1,DNA2-16_DR,C,DNA,18051,4159,4304,146,25.3,17.1,2.4,"XM_017452250.1 PREDICTED: Ictalurus punctatus amyloid beta precursor protein binding family A member 1 (apba1), transcript variant X1, mRNA",apba1
219,XM_017452258.1,Zisupton-6_DR,+,DNA/Zisupton,22116,3818,3904,87,24.4,1.1,1.1,"XM_017452258.1 PREDICTED: Ictalurus punctatus family with sequence similarity 189 member A2 (fam189a2), transcript variant X1, mRNA",fam189a2
220,XM_017452266.1,TZF28B,+,DNA/TcMar-Tc1,1614,3151,3377,227,12.6,0,1.8,"XM_017452266.1 PREDICTED: Ictalurus punctatus WD repeat domain 66 (wdr66), transcript variant X1, mRNA",wdr66
221,XM_017452280.1,Merlin-1_DR,C,DNA/Merlin,10527,1953,2085,133,25.9,11.3,1.4,"XM_017452280.1 PREDICTED: Ictalurus punctatus metallo-beta-lactamase domain containing 2 (mblac2), mRNA",mblac2
222,XM_017452333.1,TC1DR3,C,DNA/TcMar-Tc1,1225,8756,8866,111,23.1,5.4,2.6,"XM_017452333.1 PREDICTED: Ictalurus punctatus transient receptor potential cation channel subfamily M member 6-like (LOC108255945), transcript variant X1, mRNA",LOC108255945
223,XM_017452333.1,DNA6-6_DR,C,DNA,11281,1225,1365,141,16.9,19.9,3.7,"XM_017452333.1 PREDICTED: Ictalurus punctatus transient receptor potential cation channel subfamily M member 6-like (LOC108255945), transcript variant X1, mRNA",LOC108255945
224,XM_017452337.1,Mariner-19_DR,+,DNA/TcMar-Tc1,1227,1,106,106,31.1,0,2.9,"XM_017452337.1 PREDICTED: Ictalurus punctatus transient receptor potential cation channel subfamily M member 6-like (LOC108255945), transcript variant X5, mRNA",LOC108255945
225,XM_017452344.1,hAT-N25_DR,+,DNA/hAT-Ac,829,2508,2758,251,17.6,2.4,7.1,"XM_017452344.1 PREDICTED: Ictalurus punctatus zinc finger and BTB domain containing 26 (zbtb26), transcript variant X1, mRNA",zbtb26
226,XM_017452359.1,Mariner-N44_DR,C,DNA/TcMar-Tc1,654,2299,2505,207,34.5,7.7,1.8,"XM_017452359.1 PREDICTED: Ictalurus punctatus acyl-CoA dehydrogenase family member 10 (acad10), transcript variant X2, mRNA",acad10
227,XM_017452377.1,DIRS-8B_DR,+,LTR/Ngaro,7313,304,412,109,19.1,5.5,2.8,"XM_017452377.1 PREDICTED: Ictalurus punctatus TM2 domain containing 2 (tm2d2), mRNA",tm2d2
228,XM_017452378.1,hAT-N48B_DR,C,DNA/hAT-Ac,2140,25,122,98,15.1,0,0,"XM_017452378.1 PREDICTED: Ictalurus punctatus ADAM metallopeptidase with thrombospondin type 1 motif 3 (adamts3), mRNA",adamts3
