"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"127","NM_001006927.1","hAT-12N1A_XT","C","DNA/hAT-Ac",312,1421,1525,105,14.7,0,1.4,">NM_001006927.1 Xenopus tropicalis vitamin K epoxide reductase complex, subunit 1 (vkorc1), mRNA","vkorc1"
"128","NM_001006927.1","DNA1_Xt","C","DNA",166,1080,1195,116,4.3,15.5,0.8,">NM_001006927.1 Xenopus tropicalis vitamin K epoxide reductase complex, subunit 1 (vkorc1), mRNA","vkorc1"
"129","NM_001006927.1","DNA-9-1_XT","C","DNA/hAT-Tip100",1485,1592,1672,81,17.5,0,1.2,">NM_001006927.1 Xenopus tropicalis vitamin K epoxide reductase complex, subunit 1 (vkorc1), mRNA","vkorc1"
"130","NM_001007481.1","XBR_Xt","C","DNA/Kolobok-T2",469,2174,2606,433,17.1,11.1,2.6,">NM_001007481.1 Xenopus tropicalis FA complementation group L (fancl), mRNA","fancl"
"131","NM_001007481.1","XR-c_Xt","+","DNA/Kolobok-T2",600,1574,2157,584,12.1,5,2.2,">NM_001007481.1 Xenopus tropicalis FA complementation group L (fancl), mRNA","fancl"
"132","NM_001007506.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,2444,2771,328,15.2,0.6,0,">NM_001007506.1 Xenopus tropicalis SH3 and cysteine rich domain 3 (stac3), mRNA","stac3"
"133","NM_001007511.1","XBR_Xt","+","DNA/Kolobok-T2",469,2389,2771,383,10.05,6.45,0.15,">NM_001007511.1 Xenopus tropicalis ATPase H+ transporting V1 subunit A (atp6v1a), mRNA","atp6v1a"
"134","NM_001007862.1","XBR_Xt","C","DNA/Kolobok-T2",469,3197,3614,418,17.1,8.6,0.7,">NM_001007862.1 Xenopus tropicalis leucine rich repeat containing 8 VRAC subunit E (lrrc8e), mRNA","lrrc8e"
"135","NM_001007867.1","Kolobok-N10_XT","C","DNA/Kolobok-T2",417,1270,1686,417,9.1,0,0,">NM_001007867.1 Xenopus tropicalis MYST/Esa1-associated factor 6 (meaf6), mRNA","meaf6"
"136","NM_001007870.1","POR-1_Xt","+","DNA/hAT-Charlie",308,2955,3243,289,12.8,0,2.9,">NM_001007870.1 Xenopus tropicalis tetraspanin 14 (tspan14), mRNA","tspan14"
"137","NM_001007870.1","XBR_Xt","C","DNA/Kolobok-T2",469,2736,2954,219,15.5,7.2,0.8,">NM_001007870.1 Xenopus tropicalis tetraspanin 14 (tspan14), mRNA","tspan14"
"138","NM_001007870.1","DNA-9-1_XT","C","DNA/hAT-Tip100",1485,2560,2735,176,22.5,11.8,5,">NM_001007870.1 Xenopus tropicalis tetraspanin 14 (tspan14), mRNA","tspan14"
"139","NM_001007880.1","hAT-N8_XT","+","DNA/hAT-Tip100",265,1402,1624,223,19.1,26,6,">NM_001007880.1 Xenopus tropicalis ADP ribosylation factor like GTPase 15 (arl15), mRNA","arl15"
"140","NM_001007902.1","Kolobok-N5_XT","C","DNA/Kolobok-T2",509,1508,1814,307,19.8,21.2,2.8,">NM_001007902.1 Xenopus tropicalis RAB25, member RAS oncogene family (rab25), mRNA","rab25"
"141","NM_001007907.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1556,1695,140,17.1,2.9,0,">NM_001007907.1 Xenopus tropicalis chloride intracellular channel 4 (clic4), mRNA","clic4"
"142","NM_001007921.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,1083,1233,151,12.2,2,2.7,">NM_001007921.1 Xenopus tropicalis sulfotransferase family 2B member 1 (sult2b1), mRNA","sult2b1"
"143","NM_001007940.1","piggyBac-N2A_XT","C","DNA/PiggyBac",3782,980,1085,106,14.2,4.7,0,">NM_001007940.1 Xenopus tropicalis adenine phosphoribosyltransferase (aprt), mRNA","aprt"
"144","NM_001007957.1","XBR_Xt","C","DNA/Kolobok-T2",469,2338,2430,93,12.5,1.1,5.6,">NM_001007957.1 Xenopus tropicalis UEV and lactate/malate dehyrogenase domains (uevld), mRNA","uevld"
"145","NM_001007981.1","Kolobok-N1_XT","C","DNA/Kolobok-T2",582,1159,1264,106,21.7,16,0,">NM_001007981.1 Xenopus tropicalis deleted in lymphocytic leukemia, 7 (dleu7), mRNA","dleu7"
"146","NM_001007995.1","XR-c_Xt","C","DNA/Kolobok-T2",600,2547,2884,338,21,26.3,2.6,">NM_001007995.1 Xenopus tropicalis nudE neurodevelopment protein 1 (nde1), mRNA","nde1"
"147","NM_001007997.1","hAT-12N1_XT","+","DNA/hAT-Ac",281,1153,1309,157,14.25,0,4.85,">NM_001007997.1 Xenopus tropicalis proteasome subunit alpha 4 (psma4), mRNA","psma4"
"148","NM_001007999.1","XBR_Xt","C","DNA/Kolobok-T2",469,1098,1358,261,6.9,12.3,0,">NM_001007999.1 Xenopus tropicalis lin-37 DREAM MuvB core complex component (lin37), mRNA","lin37"
"149","NM_001008003.1","hAT-12N1_XT","C","DNA/hAT-Ac",281,813,1105,293,20.6,2.4,7.1,">NM_001008003.1 Xenopus tropicalis programmed cell death 6 (pdcd6), mRNA","pdcd6"
"150","NM_001008008.1","Harbinger-2N1F_XT","+","DNA/PIF-Harbinger",432,823,1385,563,7.9,2.6,7.9,">NM_001008008.1 Xenopus tropicalis neutral cholesterol ester hydrolase 1 (nceh1), mRNA","nceh1"
"151","NM_001008010.2","Penelope1D_XT","+","LINE/Penelope",3894,3742,4009,268,19.4,3.4,3.8,">NM_001008010.2 Xenopus tropicalis importin 4 (ipo4), mRNA","ipo4"
"152","NM_001008014.1","Gypsy-22-LTR_XT","+","LTR/Gypsy",666,55,256,202,23.6,7.9,3.3,">NM_001008014.1 Xenopus tropicalis ring finger protein 13 (rnf13), mRNA","rnf13"
"153","NM_001008024.2","hAT-N13_XT","+","DNA/hAT-Blackjack",291,2768,2885,118,20.3,3.4,0,">NM_001008024.2 Xenopus tropicalis calpain 13 (capn13), mRNA","capn13"
"154","NM_001008042.1","XBR_Xt","C","DNA/Kolobok-T2",469,1258,1695,438,14.9,7.5,0.4,">NM_001008042.1 Xenopus tropicalis ceramide-1-phosphate transfer protein (cptp), mRNA","cptp"
"155","NM_001008053.2","DNA2_Xt","+","DNA/PIF-Harbinger",487,2323,2812,490,15.6,3.9,6,">NM_001008053.2 Xenopus tropicalis guanine nucleotide binding protein (G protein), alpha 14 (gna14), mRNA","c""G protein"", ""gna14"""
"156","NM_001008063.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,1024,1278,255,19.1,14.5,1.7,">NM_001008063.1 Xenopus tropicalis churchill domain containing 1 (churc1), mRNA","churc1"
"157","NM_001008087.2","DNA4_Xt","C","DNA/TcMar-Tigger",658,1944,2091,148,13.8,3.4,2,">NM_001008087.2 Xenopus tropicalis surfeit 4, gene 1 (surf4.1), mRNA","surf4.1"
"158","NM_001008096.1","Kolobok-N5_XT","+","DNA/Kolobok-T2",509,1979,2466,488,6.3,4.3,0,">NM_001008096.1 Xenopus tropicalis MGC89178 protein (MGC89178), mRNA","MGC89178"
"159","NM_001008097.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1976,2128,153,16.3,0,0,">NM_001008097.1 Xenopus tropicalis solute carrier family 13 member 2 (slc13a2), mRNA","slc13a2"
"160","NM_001008099.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,1066,1182,117,10.3,0,0,">NM_001008099.1 Xenopus tropicalis ltb4dh protein (ltb4dh), mRNA","ltb4dh"
"161","NM_001008111.1","POR","+","DNA/hAT-Charlie",308,2622,2924,303,8.2,1.6,0,">NM_001008111.1 Xenopus tropicalis DnaJ heat shock protein family (Hsp40) member B1 (dnajb1), mRNA","c""Hsp40"", ""dnajb1"""
"162","NM_001008116.2","DNA4_Xt","C","DNA/TcMar-Tigger",658,1912,2238,327,11.3,1.2,0,">NM_001008116.2 Xenopus tropicalis solute carrier family 38 member 6 (slc38a6), mRNA","slc38a6"
"163","NM_001008117.1","Harbinger-N12_XT","C","DNA/PIF-Harbinger",359,1856,2098,243,16.5,7.3,0,">NM_001008117.1 Xenopus tropicalis ring finger protein 14 gene 2 (rnf14.2), mRNA","rnf14.2"
"164","NM_001008127.1","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,3396,3503,108,25,3.7,3.7,">NM_001008127.1 Xenopus tropicalis L-3-hydroxyproline dehydratase (trans-) (l3hypdh), mRNA","c""trans-"", ""l3hypdh"""
"165","NM_001008140.2","XBR_Xt","C","DNA/Kolobok-T2",469,2878,3013,136,15,22.1,1.8,">NM_001008140.2 Xenopus tropicalis Rho GTPase activating protein 1 (arhgap1), mRNA","arhgap1"
"166","NM_001008166.2","DNA4_Xt","+","DNA/TcMar-Tigger",658,2336,2546,211,15.2,8.5,3.1,">NM_001008166.2 Xenopus tropicalis peroxiredoxin like 2C (prxl2c), mRNA","prxl2c"
"167","NM_001008166.2","PIRc_Xt","+","DNA/Kolobok-T2",462,2039,2188,150,5.3,0.7,0,">NM_001008166.2 Xenopus tropicalis peroxiredoxin like 2C (prxl2c), mRNA","prxl2c"
"168","NM_001008166.2","Harbinger-N8_XT","C","DNA/PIF-Harbinger",318,1315,1530,216,27.2,14.8,2.9,">NM_001008166.2 Xenopus tropicalis peroxiredoxin like 2C (prxl2c), mRNA","prxl2c"
"169","NM_001008180.1","POR-2_Xt","+","DNA/hAT-Charlie",307,3491,3766,276,11.6,10.9,0,">NM_001008180.1 Xenopus tropicalis colony stimulating factor 1 receptor (csf1r), mRNA","csf1r"
"170","NM_001008184.1","hAT-N2A_XT","+","DNA/hAT-Ac",1280,1629,2011,383,19.2,4.2,8.9,">NM_001008184.1 Xenopus tropicalis tocopherol (alpha) transfer protein (ttpa), mRNA","c""alpha"", ""ttpa"""
"171","NM_001008184.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,2120,2255,136,21.5,3.7,0.7,">NM_001008184.1 Xenopus tropicalis tocopherol (alpha) transfer protein (ttpa), mRNA","c""alpha"", ""ttpa"""
"172","NM_001008191.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,1576,1731,156,9.6,0,0,">NM_001008191.1 Xenopus tropicalis cereblon (crbn), mRNA","crbn"
"173","NM_001008203.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,1253,1393,141,10.6,13.5,0,">NM_001008203.1 Xenopus tropicalis cysteine-rich secretory protein 1 gene 3 (crisp1.3), mRNA","crisp1.3"
"174","NM_001008209.1","Harbinger-N3_XT","C","DNA/PIF-Harbinger",372,1611,1949,339,11.5,10,0.3,">NM_001008209.1 Xenopus tropicalis acid phosphatase 5, tartrate resistant (acp5), mRNA","acp5"
"175","NM_001008430.3","DNA4_Xt","+","DNA/TcMar-Tigger",658,2412,2743,332,8.2,0.3,0.6,">NM_001008430.3 Xenopus tropicalis ribosome production factor 2 homolog (rpf2), mRNA","rpf2"
"176","NM_001008432.2","DNA9_XT","C","DNA",460,747,1133,387,21,20.2,1.8,">NM_001008432.2 Xenopus tropicalis glycerol-3-phosphate acyltransferase 3 (gpat3), mRNA","gpat3"
"177","NM_001008433.1","DNA1A_XT","+","DNA",175,2361,2530,170,24.1,2.4,2.4,">NM_001008433.1 Xenopus tropicalis proline rich nuclear receptor coactivator 2 (pnrc2), mRNA","pnrc2"
"178","NM_001010998.1","DNA1_Xt","+","DNA",166,1981,2074,94,24.7,0,1.1,">NM_001010998.1 Xenopus tropicalis cytochrome P450 family 2 subfamily A member 6 gene 9 [provisional] (cyp2a6.9), mRNA","cyp2a6.9"
"179","NM_001011001.1","Chap3_Xt","C","DNA/hAT-Charlie",186,1474,1655,182,17.6,2.2,0,">NM_001011001.1 Xenopus tropicalis actin-related protein 10 homolog (actr10), mRNA","actr10"
"180","NM_001011009.2","DNA4_Xt","+","DNA/TcMar-Tigger",658,1446,1714,269,11.5,21.6,0,">NM_001011009.2 Xenopus tropicalis cytochrome b5 type B (outer mitochondrial membrane) (cyb5b), mRNA","c""outer mitochondrial membrane"", ""cyb5b"""
"181","NM_001011009.2","Harbinger-N3B_XT","C","DNA/PIF-Harbinger",350,1784,1985,202,23.8,0,0,">NM_001011009.2 Xenopus tropicalis cytochrome b5 type B (outer mitochondrial membrane) (cyb5b), mRNA","c""outer mitochondrial membrane"", ""cyb5b"""
"182","NM_001011009.2","DNA4_Xt","C","DNA/TcMar-Tigger",658,1244,1399,156,20.5,14.7,0,">NM_001011009.2 Xenopus tropicalis cytochrome b5 type B (outer mitochondrial membrane) (cyb5b), mRNA","c""outer mitochondrial membrane"", ""cyb5b"""
"183","NM_001011009.2","Kolobok-2_XT","C","DNA/Kolobok-T2",8367,1186,1445,260,23.6,12.5,3.55,">NM_001011009.2 Xenopus tropicalis cytochrome b5 type B (outer mitochondrial membrane) (cyb5b), mRNA","c""outer mitochondrial membrane"", ""cyb5b"""
"184","NM_001011011.1","hAT-12N1_XT","+","DNA/hAT-Ac",281,3640,3763,124,10.6,21,8.7,">NM_001011011.1 Xenopus tropicalis ankyrin repeat domain 13A (ankrd13a), mRNA","ankrd13a"
"185","NM_001011011.1","T2_2a_Xt","+","DNA/Kolobok-T2",515,3332,3414,83,22,0,1.2,">NM_001011011.1 Xenopus tropicalis ankyrin repeat domain 13A (ankrd13a), mRNA","ankrd13a"
"186","NM_001011020.2","POR","C","DNA/hAT-Charlie",308,1246,1539,294,11.6,0.3,0.7,">NM_001011020.2 Xenopus tropicalis copper chaperone for superoxide dismutase (ccs), mRNA","ccs"
"187","NM_001011022.2","DNA4_Xt","C","DNA/TcMar-Tigger",658,1063,1208,146,11,0,0.7,">NM_001011022.2 Xenopus tropicalis chromosome 1 open reading frame 74 (c1orf74), mRNA","c1orf74"
"188","NM_001011038.1","Kolobok-N7_XT","C","DNA/Kolobok-T2",611,2516,2877,362,11.4,3.6,1.1,">NM_001011038.1 Xenopus tropicalis galactosidase beta 1 (glb1), mRNA","glb1"
"189","NM_001011038.1","hAT-N8_XT","+","DNA/hAT-Tip100",265,3012,3203,192,18.2,8.8,11.2,">NM_001011038.1 Xenopus tropicalis galactosidase beta 1 (glb1), mRNA","glb1"
"190","NM_001011045.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,1047,1370,324,11.5,2.5,0.6,">NM_001011045.1 Xenopus tropicalis GINS complex subunit 4 (Sld5 homolog) (gins4), mRNA","c""Sld5 homolog"", ""gins4"""
"191","NM_001011049.1","Tc1-17a_Xen","C","DNA/TcMar-Tc1",890,7061,7512,452,7.5,11.1,0.4,">NM_001011049.1 Xenopus tropicalis protein tyrosine kinase 2 beta (ptk2b), mRNA","ptk2b"
"192","NM_001011049.1","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,4668,4958,291,16.5,7.6,0.3,">NM_001011049.1 Xenopus tropicalis protein tyrosine kinase 2 beta (ptk2b), mRNA","ptk2b"
"193","NM_001011049.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,4195,4298,104,11.5,13.5,0,">NM_001011049.1 Xenopus tropicalis protein tyrosine kinase 2 beta (ptk2b), mRNA","ptk2b"
"194","NM_001011049.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,4009,4193,185,13.1,2.7,5,">NM_001011049.1 Xenopus tropicalis protein tyrosine kinase 2 beta (ptk2b), mRNA","ptk2b"
"195","NM_001011056.1","Harbinger-N16_XT","+","DNA/PIF-Harbinger",247,3011,3239,229,8.3,8.3,0.4,">NM_001011056.1 Xenopus tropicalis solute carrier family 38 member 2 (slc38a2), mRNA","slc38a2"
"196","NM_001011058.1","hAT-12N1_XT","+","DNA/hAT-Ac",281,663,817,155,10.05,29.3,0,">NM_001011058.1 Xenopus tropicalis HIG1 hypoxia inducible domain family member 1A (higd1a), mRNA","higd1a"
"197","NM_001011062.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,1816,2044,229,7.4,0,0,">NM_001011062.1 Xenopus tropicalis multiple coagulation factor deficiency 2 (mcfd2), mRNA","mcfd2"
"198","NM_001011062.1","HAT1b_Xt","C","DNA/hAT-Tip100",279,2844,2926,83,23.2,2.4,1.2,">NM_001011062.1 Xenopus tropicalis multiple coagulation factor deficiency 2 (mcfd2), mRNA","mcfd2"
"199","NM_001011068.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,1249,1501,253,23.5,15,0.7,">NM_001011068.1 Xenopus tropicalis caspase 6 (casp6), mRNA","casp6"
"200","NM_001011068.1","XFB-1_Xt","+","DNA/Kolobok-T2",494,2248,2690,443,13.3,11.7,0.2,">NM_001011068.1 Xenopus tropicalis caspase 6 (casp6), mRNA","casp6"
"201","NM_001011084.1","CR1-2_XT","C","LINE/CR1",4534,1597,2092,496,16,4.93333333333333,2.03333333333333,">NM_001011084.1 Xenopus tropicalis CXADR, Ig-like cell adhesion molecule (cxadr), mRNA","cxadr"
"202","NM_001011085.1","DNA2_Xt","+","DNA/PIF-Harbinger",487,1417,1680,264,14.7,4.2,7.4,">NM_001011085.1 Xenopus tropicalis PIH1 domain containing 2 (pih1d2), mRNA","pih1d2"
"203","NM_001011085.1","Harbinger-2N1B_XT","+","DNA/PIF-Harbinger",427,1830,2093,264,11.9,6.4,4.8,">NM_001011085.1 Xenopus tropicalis PIH1 domain containing 2 (pih1d2), mRNA","pih1d2"
"204","NM_001011087.2","hAT-N12_XT","+","DNA/hAT-Tip100",156,1806,1929,124,16.1,23.4,0,">NM_001011087.2 Xenopus tropicalis protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 (pcmtd2), mRNA","c""D-aspartate"", ""pcmtd2"""
"205","NM_001011111.2","Penelope-5_XT","+","LINE/Penelope",2850,1928,2058,131,18.6,6.9,1.4,">NM_001011111.2 Xenopus tropicalis septin 10 (septin10), mRNA","septin10"
"206","NM_001011130.1","XBR_Xt","+","DNA/Kolobok-T2",469,1167,1436,270,18.55,10.2,1.95,">NM_001011130.1 Xenopus tropicalis aldo-keto reductase family 1, member B1 (aldose reductase) (akr1b1), mRNA","c""aldose reductase"", ""akr1b1"""
"207","NM_001011150.2","DNA1A_XT","+","DNA",175,4890,5059,170,26.7,2.4,3,">NM_001011150.2 Xenopus tropicalis protocadherin 18 (pcdh18), mRNA","pcdh18"
"208","NM_001011152.2","XBR_Xt","+","DNA/Kolobok-T2",469,2698,3025,328,16.5,1.8,3.7,">NM_001011152.2 Xenopus tropicalis SEH1 like nucleoporin (seh1l), mRNA","seh1l"
"209","NM_001011160.1","hAT-12N1A_XT","C","DNA/hAT-Ac",312,3379,3624,246,9.3,32.1,4.2,">NM_001011160.1 Xenopus tropicalis limb development membrane protein 1 (lmbr1), mRNA","lmbr1"
"210","NM_001011161.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,3634,3777,144,6.9,7.6,0,">NM_001011161.1 Xenopus tropicalis solute carrier family 7 (cationic amino acid transporter, y+ system), member 15 (slc7a15), mRNA","c""cationic amino acid transporter, y+ system"", ""slc7a15"""
"211","NM_001011162.1","XBR_Xt","+","DNA/Kolobok-T2",469,2247,2584,338,21.3,5.5,0,">NM_001011162.1 Xenopus tropicalis NDC80 kinetochore complex component (ndc80), mRNA","ndc80"
"212","NM_001011164.1","DNA4_Xt","C","DNA/TcMar-Tigger?",658,2193,2410,218,16.1,2.3,0,">NM_001011164.1 Xenopus tropicalis selenocysteine lyase (scly), mRNA","scly"
"213","NM_001011164.1","DNA8_XT","+","DNA",380,1847,2129,283,21.4,12.4,0.9,">NM_001011164.1 Xenopus tropicalis selenocysteine lyase (scly), mRNA","scly"
"214","NM_001011167.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,1680,1868,189,14.1,9.5,2.5,">NM_001011167.1 Xenopus tropicalis ubiquitin conjugating enzyme E2 J1 (ube2j1), mRNA","ube2j1"
"215","NM_001011222.1","Harbinger-N11_XT","C","DNA/PIF-Harbinger",199,945,1118,174,7.6,16.1,1.5,">NM_001011222.1 Xenopus tropicalis signal peptidase complex subunit 2 (spcs2), mRNA","spcs2"
"216","NM_001011229.2","Gypsy-10-LTR_XT","+","LTR/Gypsy",967,887,1460,574,24.3,8.9,4,">NM_001011229.2 Xenopus tropicalis serum amyloid P-component (LOC496665), mRNA","LOC496665"
"217","NM_001011312.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1270,1388,119,9.2,1.7,0,">NM_001011312.1 Xenopus tropicalis sperm acrosome associated 5 (spaca5), mRNA","spaca5"
"218","NM_001011312.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,690,1019,330,4.5,0,0,">NM_001011312.1 Xenopus tropicalis sperm acrosome associated 5 (spaca5), mRNA","spaca5"
"219","NM_001011315.2","Penelope-7_XT","C","LINE/Penelope",2398,1361,1461,101,4,2,0,">NM_001011315.2 Xenopus tropicalis CTD nuclear envelope phosphatase 1 regulatory subunit 1 (cnep1r1), mRNA","cnep1r1"
"220","NM_001011315.2","Kolobok-N4_XT","C","DNA/Kolobok-T2",516,573,703,131,10.9,0,2.3,">NM_001011315.2 Xenopus tropicalis CTD nuclear envelope phosphatase 1 regulatory subunit 1 (cnep1r1), mRNA","cnep1r1"
"221","NM_001011319.1","XBR_Xt","+","DNA/Kolobok-T2",469,1474,1720,247,20.7,14.2,2.2,">NM_001011319.1 Xenopus tropicalis ATPase, H+ transporting, lysosomal accessory protein 2 (atp6ap2), mRNA","atp6ap2"
"222","NM_001011324.2","DNA4_Xt","+","DNA/TcMar-Tigger",658,1443,1673,231,17,3.5,0.8,">NM_001011324.2 Xenopus tropicalis TM2 domain containing 2 (tm2d2), mRNA","tm2d2"
"223","NM_001011324.2","DNA-9-1_XT","C","DNA/hAT-Tip100",1485,2035,2217,183,20.8,8.7,0,">NM_001011324.2 Xenopus tropicalis TM2 domain containing 2 (tm2d2), mRNA","tm2d2"
"224","NM_001011329.3","L2-6_XT","+","LINE/L2",2089,927,1063,137,12.6,13.9,1.3,">NM_001011329.3 Xenopus tropicalis HIG1 hypoxia inducible domain family member 1C (higd1c), mRNA","higd1c"
"225","NM_001011330.1","XBR_Xt","+","DNA/Kolobok-T2",469,2554,2910,357,13.9,4.2,1.1,">NM_001011330.1 Xenopus tropicalis tsukushi, small leucine rich proteoglycan (tsku), mRNA","tsku"
"226","NM_001011330.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,2001,2269,269,10.5,24.2,0.6,">NM_001011330.1 Xenopus tropicalis tsukushi, small leucine rich proteoglycan (tsku), mRNA","tsku"
"227","NM_001011336.1","XBR_Xt","+","DNA/Kolobok-T2",469,1067,1457,391,15.9,18.4,0.2,">NM_001011336.1 Xenopus tropicalis ribokinase (rbks), mRNA","rbks"
"228","NM_001011342.1","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,1158,1374,217,25.7,10.1,6.7,">NM_001011342.1 Xenopus tropicalis pseudouridine 5'-phosphatase (pudp), mRNA","pudp"
"229","NM_001011344.1","Kolobok-N8_XT","+","DNA/Kolobok-T2",426,2439,2622,184,20,0.5,5.1,">NM_001011344.1 Xenopus tropicalis transmembrane protein 209 (tmem209), mRNA","tmem209"
"230","NM_001011345.1","Mariner-1N1_XT","+","DNA/TcMar-Tc2",608,1941,2337,397,2.8,4.5,0,">NM_001011345.1 Xenopus tropicalis C1q and TNF related 4 (c1qtnf4), mRNA","c1qtnf4"
"231","NM_001011346.1","L1-56_XT","+","LINE/L1",5153,1649,1791,143,18.1,12.6,7.3,">NM_001011346.1 Xenopus tropicalis PDZ binding kinase (pbk), mRNA","pbk"
"232","NM_001011370.1","T2_2b_Xt","C","DNA/Kolobok-T2",515,2226,2738,513,2.3,0.4,0,">NM_001011370.1 Xenopus tropicalis zinc binding alcohol dehydrogenase domain containing 2 (zadh2), mRNA","zadh2"
"233","NM_001011373.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,841,1037,197,12.8,3,9.1,">NM_001011373.1 Xenopus tropicalis polyamine oxidase (exo-N4-amino) (paox), mRNA","c""exo-N4-amino"", ""paox"""
"234","NM_001011373.1","piggyBac-2_XT","C","DNA/PiggyBac",8451,1039,1318,280,19.9,12.9,4.6,">NM_001011373.1 Xenopus tropicalis polyamine oxidase (exo-N4-amino) (paox), mRNA","c""exo-N4-amino"", ""paox"""
"235","NM_001011375.1","DNA9_XT","+","DNA",460,944,1041,98,20.4,0,0,">NM_001011375.1 Xenopus tropicalis protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 (pcmtd1), mRNA","c""D-aspartate"", ""pcmtd1"""
"236","NM_001011385.2","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,3064,3258,195,10.9,10.1,0.1,">NM_001011385.2 Xenopus tropicalis sphingomyelin synthase 2 (sgms2), mRNA","sgms2"
"237","NM_001011387.1","XBR_Xt","C","DNA/Kolobok-T2",469,1390,1640,251,18.3,12.8,0,">NM_001011387.1 Xenopus tropicalis solute carrier family 35 member E2B (slc35e2b), mRNA","slc35e2b"
"238","NM_001011398.1","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,1534,2072,539,14.8,9.95,5.95,">NM_001011398.1 Xenopus tropicalis ER membrane protein complex subunit 2 (emc2), mRNA","emc2"
"239","NM_001011425.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,739,825,87,9.3,4.6,1.1,">NM_001011425.1 Xenopus tropicalis regulator of G-protein signaling 10 (rgs10), mRNA","rgs10"
"240","NM_001011430.2","L1-26_XT","C","LINE/L1",5632,150,287,138,22.6,0,0.7,">NM_001011430.2 Xenopus tropicalis tetraspanin 8 (tspan8), mRNA","tspan8"
"241","NM_001011440.1","Harbinger-N3_XT","+","DNA/PIF-Harbinger",372,1488,1657,170,27.6,11.8,0,">NM_001011440.1 Xenopus tropicalis pirin (pir), mRNA","pir"
"242","NM_001011440.1","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,1114,1434,321,18.4,5.9,0,">NM_001011440.1 Xenopus tropicalis pirin (pir), mRNA","pir"
"243","NM_001011456.1","Kolobok-N5_XT","C","DNA/Kolobok-T2",509,2192,2296,105,4.8,0.9,0,">NM_001011456.1 Xenopus tropicalis eukaryotic translation initiation factor 2 subunit gamma (eif2s3), mRNA","eif2s3"
"244","NM_001011457.1","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,2375,2603,229,20.9,4.8,3.9,">NM_001011457.1 Xenopus tropicalis cell division cycle 40 (cdc40), mRNA","cdc40"
"245","NM_001011463.1","Harbinger-N16_XT","+","DNA/PIF-Harbinger",247,1223,1458,236,11.9,4.7,0.4,">NM_001011463.1 Xenopus tropicalis armadillo repeat containing 8 (armc8), mRNA","armc8"
"246","NM_001011463.1","Kolobok-N4_XT","C","DNA/Kolobok-T2",516,1820,2320,501,15.9,5.4,2.3,">NM_001011463.1 Xenopus tropicalis armadillo repeat containing 8 (armc8), mRNA","armc8"
"247","NM_001011463.1","Kolobok-N3_XT","C","DNA/Kolobok-T2",432,1578,1816,239,17,15.9,3.8,">NM_001011463.1 Xenopus tropicalis armadillo repeat containing 8 (armc8), mRNA","armc8"
"248","NM_001011473.1","hAT-N8_XT","+","DNA/hAT-Tip100",265,1815,2103,289,10.7,0.3,9.4,">NM_001011473.1 Xenopus tropicalis upstream binding protein 1 (ubp1), mRNA","ubp1"
